Site,Latitude,Date,Year,Classcode,Amount,Stipes,Total,Distance,Area_m2,Species_Density,Dateordinal,Total_Count_Site,n_n1,pi_lnpi,species_presence
Blue Cavern II,33.44319,2022-09-11,2022,Sargassum Horneri,247,0.0,247.0,126.0,252.0,0.9801587301587301,738409,1046.0,60762.0,-0.34082701345624483,True
Blue Cavern II,33.44319,2022-09-11,2022,Southern Sea Palm <30,4,0.0,4.0,180.0,360.0,0.011111111111111112,738409,1046.0,12.0,-0.021286555577456893,True
Blue Cavern II,33.44319,2022-09-11,2022,Southern Sea Palm >30,2,0.0,2.0,180.0,360.0,0.005555555555555556,738409,1046.0,2.0,-0.011968607005860273,True
Blue Cavern II,33.44319,2023-07-09,2023,Feather Boa Kelp,1,1.0,1.0,180.0,360.0,0.002777777777777778,738710,950.0,0.0,-0.007217328404836407,True
Blue Cavern II,33.44319,2023-07-09,2023,Giant Kelp,222,892.0,892.0,2244.0,4488.0,0.19875222816399288,738710,950.0,794772.0,-0.05914978947052927,True
Blue Cavern II,33.44319,2023-07-09,2023,Oar Kelp,4,0.0,4.0,180.0,360.0,0.011111111111111112,738710,950.0,12.0,-0.02303228473041977,True
Blue Cavern II,33.44319,2023-07-09,2023,Sargassum Horneri,26,0.0,26.0,180.0,360.0,0.07222222222222222,738710,950.0,650.0,-0.09848158064305339,True
Blue Cavern II,33.44319,2023-07-09,2023,Southern Sea Palm <30,11,0.0,11.0,180.0,360.0,0.030555555555555555,738710,950.0,110.0,-0.0516255092944825,True
Blue Cavern II,33.44319,2023-07-09,2023,Southern Sea Palm >30,16,0.0,16.0,180.0,360.0,0.044444444444444446,738710,950.0,240.0,-0.06878102336597566,True
Blue Cavern II,33.44319,2024-08-02,2024,Feather Boa Kelp,1,3.0,3.0,180.0,360.0,0.008333333333333333,739100,1234.0,6.0,-0.014633883101613997,True
Blue Cavern II,33.44319,2024-08-02,2024,Giant Kelp,137,1176.0,1176.0,2640.0,5280.0,0.22272727272727272,739100,1234.0,1381800.0,-0.04587932040838799,True
Blue Cavern II,33.44319,2024-08-02,2024,Oar Kelp,14,0.0,14.0,180.0,360.0,0.03888888888888889,739100,1234.0,182.0,-0.050814768434279615,True
Blue Cavern II,33.44319,2024-08-02,2024,Sargassum Horneri,23,0.0,23.0,180.0,360.0,0.06388888888888888,739100,1234.0,506.0,-0.07422852977012336,True
Blue Cavern II,33.44319,2024-08-02,2024,Southern Sea Palm <30,13,0.0,13.0,180.0,360.0,0.03611111111111111,739100,1234.0,156.0,-0.04796585819371908,True
Blue Cavern II,33.44319,2024-08-02,2024,Southern Sea Palm >30,5,0.0,5.0,180.0,360.0,0.013888888888888888,739100,1234.0,20.0,-0.022320009286998514,True
Breakwater,36.610451,2006-10-05,2006,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,732589,745.0,-0.0,,False
Breakwater,36.610451,2006-10-05,2006,Giant Kelp,29,745.0,745.0,870.0,1740.0,0.4281609195402299,732589,745.0,554280.0,0.0,True
Breakwater,36.610451,2006-10-05,2006,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,732589,745.0,-0.0,,False
Breakwater,36.610451,2007-06-08,2007,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,732835,561.0,-0.0,,False
Breakwater,36.610451,2007-06-08,2007,Giant Kelp,86,561.0,561.0,1320.0,2640.0,0.2125,732835,561.0,314160.0,0.0,True
Breakwater,36.610451,2007-06-08,2007,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,732835,561.0,-0.0,,False
Breakwater,36.610451,2007-08-24,2007,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,732912,595.0,-0.0,,False
Breakwater,36.610451,2007-08-24,2007,Giant Kelp,86,595.0,595.0,1254.0,2508.0,0.2372408293460925,732912,595.0,353430.0,0.0,True
Breakwater,36.610451,2007-08-24,2007,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,732912,595.0,-0.0,,False
Breakwater,36.610451,2008-04-24,2008,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,733156,1070.0,-0.0,,False
Breakwater,36.610451,2008-04-24,2008,Giant Kelp,70,1070.0,1070.0,1650.0,3300.0,0.3242424242424242,733156,1070.0,1143830.0,0.0,True
Breakwater,36.610451,2008-04-24,2008,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,733156,1070.0,-0.0,,False
Breakwater,36.610451,2008-09-05,2008,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,733290,1094.0,-0.0,,False
Breakwater,36.610451,2008-09-05,2008,Giant Kelp,110,1094.0,1094.0,1950.0,3900.0,0.2805128205128205,733290,1094.0,1195742.0,0.0,True
Breakwater,36.610451,2008-09-05,2008,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,733290,1094.0,-0.0,,False
Breakwater,36.610451,2009-05-29,2009,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,733556,719.0,-0.0,,False
Breakwater,36.610451,2009-05-29,2009,Giant Kelp,83,719.0,719.0,1470.0,2940.0,0.2445578231292517,733556,719.0,516242.0,0.0,True
Breakwater,36.610451,2009-05-29,2009,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,733556,719.0,-0.0,,False
Breakwater,36.610451,2009-09-18,2009,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,733668,847.0,-0.0,,False
Breakwater,36.610451,2009-09-18,2009,Giant Kelp,58,847.0,847.0,1290.0,2580.0,0.32829457364341086,733668,847.0,716562.0,0.0,True
Breakwater,36.610451,2009-09-18,2009,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,733668,847.0,-0.0,,False
Breakwater,36.610451,2010-06-18,2010,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,733941,1038.0,-0.0,,False
Breakwater,36.610451,2010-06-18,2010,Giant Kelp,70,1038.0,1038.0,1440.0,2880.0,0.36041666666666666,733941,1038.0,1076406.0,0.0,True
Breakwater,36.610451,2010-06-18,2010,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,733941,1038.0,-0.0,,False
Breakwater,36.610451,2010-09-10,2010,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,734025,1374.0,-0.0,,False
Breakwater,36.610451,2010-09-10,2010,Giant Kelp,76,1374.0,1374.0,1770.0,3540.0,0.38813559322033897,734025,1374.0,1886502.0,0.0,True
Breakwater,36.610451,2010-09-10,2010,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,734025,1374.0,-0.0,,False
Breakwater,36.610451,2011-05-02,2011,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,734259,666.0,-0.0,,False
Breakwater,36.610451,2011-05-02,2011,Giant Kelp,42,666.0,666.0,1200.0,2400.0,0.2775,734259,666.0,442890.0,0.0,True
Breakwater,36.610451,2011-05-02,2011,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,734259,666.0,-0.0,,False
Breakwater,36.610451,2011-08-22,2011,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,734371,889.0,-0.0,,False
Breakwater,36.610451,2011-08-22,2011,Giant Kelp,133,889.0,889.0,1290.0,2580.0,0.3445736434108527,734371,889.0,789432.0,0.0,True
Breakwater,36.610451,2011-08-22,2011,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,734371,889.0,-0.0,,False
Breakwater,36.610451,2012-05-18,2012,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,734641,701.0,-0.0,,False
Breakwater,36.610451,2012-05-18,2012,Giant Kelp,58,701.0,701.0,1350.0,2700.0,0.25962962962962965,734641,701.0,490700.0,0.0,True
Breakwater,36.610451,2012-05-18,2012,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,734641,701.0,-0.0,,False
Breakwater,36.610451,2012-08-24,2012,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,734739,741.0,-0.0,,False
Breakwater,36.610451,2012-08-24,2012,Giant Kelp,49,741.0,741.0,1200.0,2400.0,0.30875,734739,741.0,548340.0,0.0,True
Breakwater,36.610451,2012-08-24,2012,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,734739,741.0,-0.0,,False
Breakwater,36.610451,2013-05-06,2013,Bull Kelp,0,0.0,0.0,120.0,240.0,0.0,734994,527.0,-0.0,,False
Breakwater,36.610451,2013-05-06,2013,Giant Kelp,39,527.0,527.0,870.0,1740.0,0.3028735632183908,734994,527.0,277202.0,0.0,True
Breakwater,36.610451,2013-05-06,2013,Woody Kelp,0,0.0,0.0,120.0,240.0,0.0,734994,527.0,-0.0,,False
Breakwater,36.610451,2013-08-30,2013,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,735110,947.0,-0.0,,False
Breakwater,36.610451,2013-08-30,2013,Giant Kelp,54,947.0,947.0,1350.0,2700.0,0.35074074074074074,735110,947.0,895862.0,0.0,True
Breakwater,36.610451,2013-08-30,2013,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,735110,947.0,-0.0,,False
Breakwater,36.610451,2014-05-19,2014,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,735372,853.0,-0.0,,False
Breakwater,36.610451,2014-05-19,2014,Giant Kelp,108,853.0,853.0,1590.0,3180.0,0.2682389937106918,735372,853.0,726756.0,0.0,True
Breakwater,36.610451,2014-05-19,2014,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,735372,853.0,-0.0,,False
Breakwater,36.610451,2014-08-11,2014,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,735456,534.0,-0.0,,False
Breakwater,36.610451,2014-08-11,2014,Giant Kelp,104,534.0,534.0,1380.0,2760.0,0.1934782608695652,735456,534.0,284622.0,0.0,True
Breakwater,36.610451,2014-08-11,2014,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,735456,534.0,-0.0,,False
Breakwater,36.610451,2015-05-18,2015,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,735736,1491.0,-0.0,,False
Breakwater,36.610451,2015-05-18,2015,Giant Kelp,112,1491.0,1491.0,2310.0,4620.0,0.32272727272727275,735736,1491.0,2221590.0,0.0,True
Breakwater,36.610451,2015-05-18,2015,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,735736,1491.0,-0.0,,False
Breakwater,36.610451,2015-08-07,2015,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,735817,2325.0,-0.0,,False
Breakwater,36.610451,2015-08-07,2015,Giant Kelp,176,2325.0,2325.0,2847.0,5694.0,0.4083245521601686,735817,2325.0,5403300.0,0.0,True
Breakwater,36.610451,2015-08-07,2015,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,735817,2325.0,-0.0,,False
Breakwater,36.610451,2016-05-16,2016,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,736100,1482.0,-0.0,,False
Breakwater,36.610451,2016-05-16,2016,Giant Kelp,192,1482.0,1482.0,3060.0,6120.0,0.24215686274509804,736100,1482.0,2194842.0,0.0,True
Breakwater,36.610451,2016-05-16,2016,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,736100,1482.0,-0.0,,False
Breakwater,36.610451,2016-08-12,2016,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,736188,2209.0,-0.0,,False
Breakwater,36.610451,2016-08-12,2016,Giant Kelp,224,2209.0,2209.0,3540.0,7080.0,0.3120056497175141,736188,2209.0,4877472.0,0.0,True
Breakwater,36.610451,2016-08-12,2016,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,736188,2209.0,-0.0,,False
Breakwater,36.610451,2017-05-19,2017,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,736468,1112.0,-0.0,,False
Breakwater,36.610451,2017-05-19,2017,Giant Kelp,107,1112.0,1112.0,1960.0,3920.0,0.2836734693877551,736468,1112.0,1235432.0,0.0,True
Breakwater,36.610451,2017-05-19,2017,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,736468,1112.0,-0.0,,False
Breakwater,36.610451,2017-08-04,2017,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,736545,2367.0,-0.0,,False
Breakwater,36.610451,2017-08-04,2017,Giant Kelp,152,2367.0,2367.0,2760.0,5520.0,0.42880434782608695,736545,2367.0,5600322.0,0.0,True
Breakwater,36.610451,2017-08-04,2017,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,736545,2367.0,-0.0,,False
Breakwater,36.610451,2018-05-14,2018,Bull Kelp,7,0.0,7.0,180.0,360.0,0.019444444444444445,736828,909.0,42.0,-0.03747529660710138,True
Breakwater,36.610451,2018-05-14,2018,Feather Boa Kelp,0,0.0,0.0,180.0,360.0,0.0,736828,909.0,-0.0,,False
Breakwater,36.610451,2018-05-14,2018,Giant Kelp,126,902.0,902.0,1890.0,3780.0,0.23862433862433863,736828,909.0,812702.0,-0.007671042741033355,True
Breakwater,36.610451,2018-05-14,2018,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,736828,909.0,-0.0,,False
Breakwater,36.610451,2018-08-03,2018,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,736909,1127.0,-0.0,,False
Breakwater,36.610451,2018-08-03,2018,Feather Boa Kelp,0,0.0,0.0,180.0,360.0,0.0,736909,1127.0,-0.0,,False
Breakwater,36.610451,2018-08-03,2018,Giant Kelp,71,1127.0,1127.0,1650.0,3300.0,0.3415151515151515,736909,1127.0,1269002.0,0.0,True
Breakwater,36.610451,2018-08-03,2018,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,736909,1127.0,-0.0,,False
Breakwater,36.610451,2019-05-13,2019,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,737192,1036.0,-0.0,,False
Breakwater,36.610451,2019-05-13,2019,Feather Boa Kelp,0,0.0,0.0,180.0,360.0,0.0,737192,1036.0,-0.0,,False
Breakwater,36.610451,2019-05-13,2019,Giant Kelp,105,1036.0,1036.0,2010.0,4020.0,0.25771144278606967,737192,1036.0,1072260.0,0.0,True
Breakwater,36.610451,2019-05-13,2019,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,737192,1036.0,-0.0,,False
Breakwater,36.610451,2019-08-02,2019,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,737273,1429.0,-0.0,,False
Breakwater,36.610451,2019-08-02,2019,Feather Boa Kelp,3,2.0,3.0,180.0,360.0,0.008333333333333333,737273,1429.0,6.0,-0.012944964078226222,True
Breakwater,36.610451,2019-08-02,2019,Giant Kelp,138,1426.0,1426.0,2340.0,4680.0,0.30470085470085473,737273,1429.0,2032050.0,-0.0020971649676157817,True
Breakwater,36.610451,2019-08-02,2019,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,737273,1429.0,-0.0,,False
Breakwater,36.610451,2020-06-09,2020,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,737585,1180.0,-0.0,,False
Breakwater,36.610451,2020-06-09,2020,Feather Boa Kelp,0,0.0,0.0,180.0,360.0,0.0,737585,1180.0,-0.0,,False
Breakwater,36.610451,2020-06-09,2020,Giant Kelp,84,1179.0,1179.0,1560.0,3120.0,0.3778846153846154,737585,1180.0,1388862.0,-0.0008470984334223224,True
Breakwater,36.610451,2020-06-09,2020,Woody Kelp,1,0.0,1.0,180.0,360.0,0.002777777777777778,737585,1180.0,0.0,-0.005994296370728567,True
Breakwater,36.610451,2020-09-02,2020,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,737670,1387.0,-0.0,,False
Breakwater,36.610451,2020-09-02,2020,Feather Boa Kelp,1,1.0,1.0,180.0,360.0,0.002777777777777778,737670,1387.0,0.0,-0.00521622092308207,True
Breakwater,36.610451,2020-09-02,2020,Giant Kelp,86,1386.0,1386.0,1620.0,3240.0,0.42777777777777776,737670,1387.0,1919610.0,-0.0007207205645757614,True
Breakwater,36.610451,2020-09-02,2020,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,737670,1387.0,-0.0,,False
Breakwater,36.610451,2021-05-28,2021,Bull Kelp,27,0.0,27.0,180.0,360.0,0.075,737938,623.0,702.0,-0.13602754514469398,True
Breakwater,36.610451,2021-05-28,2021,Feather Boa Kelp,1,9.0,9.0,180.0,360.0,0.025,737938,623.0,72.0,-0.06121331857634207,True
Breakwater,36.610451,2021-05-28,2021,Giant Kelp,55,587.0,587.0,1080.0,2160.0,0.27175925925925926,737938,623.0,343982.0,-0.056082242839714906,True
Breakwater,36.610451,2021-05-28,2021,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,737938,623.0,-0.0,,False
Breakwater,36.610451,2021-08-02,2021,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,738004,967.0,-0.0,,False
Breakwater,36.610451,2021-08-02,2021,Feather Boa Kelp,0,0.0,0.0,180.0,360.0,0.0,738004,967.0,-0.0,,False
Breakwater,36.610451,2021-08-02,2021,Giant Kelp,72,967.0,967.0,1290.0,2580.0,0.3748062015503876,738004,967.0,934122.0,0.0,True
Breakwater,36.610451,2021-08-02,2021,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,738004,967.0,-0.0,,False
Breakwater,36.610451,2022-06-02,2022,Bull Kelp,4,0.0,4.0,180.0,360.0,0.011111111111111112,738308,1130.0,12.0,-0.0199776231879168,True
Breakwater,36.610451,2022-06-02,2022,Feather Boa Kelp,1,1.0,1.0,180.0,360.0,0.002777777777777778,738308,1130.0,0.0,-0.006221214966111846,True
Breakwater,36.610451,2022-06-02,2022,Giant Kelp,101,1125.0,1125.0,2040.0,4080.0,0.2757352941176471,738308,1130.0,1264500.0,-0.004414974956945993,True
Breakwater,36.610451,2022-06-02,2022,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,738308,1130.0,-0.0,,False
Breakwater,36.610451,2022-08-21,2022,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,738388,1714.0,-0.0,,False
Breakwater,36.610451,2022-08-21,2022,Feather Boa Kelp,0,0.0,0.0,180.0,360.0,0.0,738388,1714.0,-0.0,,False
Breakwater,36.610451,2022-08-21,2022,Giant Kelp,117,1714.0,1714.0,2280.0,4560.0,0.37587719298245614,738388,1714.0,2936082.0,0.0,True
Breakwater,36.610451,2022-08-21,2022,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,738388,1714.0,-0.0,,False
Breakwater,36.610451,2023-06-10,2023,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,738681,1687.0,-0.0,,False
Breakwater,36.610451,2023-06-10,2023,Feather Boa Kelp,0,0.0,0.0,180.0,360.0,0.0,738681,1687.0,-0.0,,False
Breakwater,36.610451,2023-06-10,2023,Giant Kelp,105,1687.0,1687.0,2550.0,5100.0,0.3307843137254902,738681,1687.0,2844282.0,0.0,True
Breakwater,36.610451,2023-06-10,2023,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,738681,1687.0,-0.0,,False
Breakwater,36.610451,2023-09-09,2023,Bull Kelp,1,0.0,1.0,180.0,360.0,0.002777777777777778,738772,1589.0,0.0,-0.004638678518902905,True
Breakwater,36.610451,2023-09-09,2023,Feather Boa Kelp,0,0.0,0.0,180.0,360.0,0.0,738772,1589.0,-0.0,,False
Breakwater,36.610451,2023-09-09,2023,Giant Kelp,109,1588.0,1588.0,2310.0,4620.0,0.3437229437229437,738772,1589.0,2520156.0,-0.0006291285529643365,True
Breakwater,36.610451,2023-09-09,2023,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,738772,1589.0,-0.0,,False
Breakwater,36.610451,2024-05-27,2024,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,739033,1105.0,-0.0,,False
Breakwater,36.610451,2024-05-27,2024,Feather Boa Kelp,1,3.0,3.0,180.0,360.0,0.008333333333333333,739033,1105.0,6.0,-0.01604250224058935,True
Breakwater,36.610451,2024-05-27,2024,Giant Kelp,95,1102.0,1102.0,1980.0,3960.0,0.2782828282828283,739033,1105.0,1213302.0,-0.002711243358706525,True
Breakwater,36.610451,2024-05-27,2024,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,739033,1105.0,-0.0,,False
Breakwater,36.610451,2024-10-17,2024,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,739176,909.0,-0.0,,False
Breakwater,36.610451,2024-10-17,2024,Feather Boa Kelp,1,16.0,16.0,180.0,360.0,0.044444444444444446,739176,909.0,240.0,-0.0711068228283863,True
Breakwater,36.610451,2024-10-17,2024,Giant Kelp,107,893.0,893.0,1710.0,3420.0,0.2611111111111111,739176,909.0,796556.0,-0.017445932208773277,True
Breakwater,36.610451,2024-10-17,2024,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,739176,909.0,-0.0,,False
Broomtail Reef,32.694233,2007-10-14,2007,Giant Kelp,51,808.0,808.0,1260.0,2520.0,0.32063492063492066,732963,1242.0,652056.0,-0.2796878364006776,True
Broomtail Reef,32.694233,2007-10-14,2007,Laminaria Spp,265,0.0,265.0,80.0,160.0,1.65625,732963,1242.0,69960.0,-0.32959608347375885,True
Broomtail Reef,32.694233,2007-10-14,2007,Southern Sea Palm >30,2,0.0,2.0,180.0,360.0,0.005555555555555556,732963,1242.0,2.0,-0.010356410759957293,True
Broomtail Reef,32.694233,2007-10-14,2007,Woody Kelp,167,0.0,167.0,180.0,360.0,0.4638888888888889,732963,1242.0,27722.0,-0.269792997715623,True
Broomtail Reef,32.694233,2008-06-14,2008,Giant Kelp,55,1459.0,1459.0,1440.0,2880.0,0.5065972222222223,733207,1848.0,2127222.0,-0.1866009711403859,True
Broomtail Reef,32.694233,2008-06-14,2008,Laminaria Spp,227,0.0,227.0,134.0,268.0,0.8470149253731343,733207,1848.0,51302.0,-0.25757488976271187,True
Broomtail Reef,32.694233,2008-06-14,2008,Southern Sea Palm >30,6,0.0,6.0,180.0,360.0,0.016666666666666666,733207,1848.0,30.0,-0.018604220074589527,True
Broomtail Reef,32.694233,2008-06-14,2008,Woody Kelp,156,0.0,156.0,180.0,360.0,0.43333333333333335,733207,1848.0,24180.0,-0.20867559859985196,True
Broomtail Reef,32.694233,2008-10-18,2008,Giant Kelp,27,711.0,711.0,780.0,1560.0,0.45576923076923076,733333,1183.0,504810.0,-0.3059983133546312,True
Broomtail Reef,32.694233,2008-10-18,2008,Laminaria Spp,274,0.0,274.0,108.0,216.0,1.2685185185185186,733333,1183.0,74802.0,-0.3387781298222711,True
Broomtail Reef,32.694233,2008-10-18,2008,Southern Sea Palm >30,32,0.0,32.0,180.0,360.0,0.08888888888888889,733333,1183.0,992.0,-0.09765201585605843,True
Broomtail Reef,32.694233,2008-10-18,2008,Woody Kelp,166,0.0,166.0,180.0,360.0,0.46111111111111114,733333,1183.0,27390.0,-0.27556576378125613,True
Broomtail Reef,32.694233,2009-06-28,2009,Giant Kelp,45,688.0,688.0,780.0,1560.0,0.441025641025641,733586,1103.0,472656.0,-0.29441171781348074,True
Broomtail Reef,32.694233,2009-06-28,2009,Laminaria Spp,224,0.0,224.0,114.0,228.0,0.9824561403508771,733586,1103.0,49952.0,-0.3237425427898963,True
Broomtail Reef,32.694233,2009-06-28,2009,Southern Sea Palm >30,20,0.0,20.0,180.0,360.0,0.05555555555555555,733586,1103.0,380.0,-0.07271181769174091,True
Broomtail Reef,32.694233,2009-06-28,2009,Woody Kelp,171,0.0,171.0,180.0,360.0,0.475,733586,1103.0,29070.0,-0.2889985984863047,True
Broomtail Reef,32.694233,2009-10-11,2009,Giant Kelp,31,559.0,559.0,840.0,1680.0,0.3327380952380952,733691,1009.0,311922.0,-0.327181507318104,True
Broomtail Reef,32.694233,2009-10-11,2009,Laminaria Spp,268,0.0,268.0,109.0,218.0,1.2293577981651376,733691,1009.0,71556.0,-0.3521259808502058,True
Broomtail Reef,32.694233,2009-10-11,2009,Southern Sea Palm >30,10,0.0,10.0,180.0,360.0,0.027777777777777776,733691,1009.0,90.0,-0.045729731688400034,True
Broomtail Reef,32.694233,2009-10-11,2009,Woody Kelp,172,0.0,172.0,142.0,284.0,0.6056338028169014,733691,1009.0,29412.0,-0.3015916090078363,True
Broomtail Reef,32.694233,2010-10-17,2010,Giant Kelp,71,229.0,229.0,870.0,1740.0,0.13160919540229885,734062,789.0,52212.0,-0.3590407460833768,True
Broomtail Reef,32.694233,2010-10-17,2010,Laminaria Spp,319,0.0,319.0,119.0,238.0,1.3403361344537814,734062,789.0,101442.0,-0.36613243924140493,True
Broomtail Reef,32.694233,2010-10-17,2010,Southern Sea Palm >30,19,0.0,19.0,180.0,360.0,0.05277777777777778,734062,789.0,342.0,-0.08973411849418154,True
Broomtail Reef,32.694233,2010-10-17,2010,Woody Kelp,222,0.0,222.0,134.0,268.0,0.8283582089552238,734062,789.0,49062.0,-0.3568006900534069,True
Broomtail Reef,32.694233,2011-09-18,2011,Giant Kelp,71,1265.0,1265.0,1650.0,3300.0,0.38333333333333336,734398,1585.0,1598960.0,-0.17998299098703271,True
Broomtail Reef,32.694233,2011-09-18,2011,Laminaria Spp,160,0.0,160.0,157.0,314.0,0.5095541401273885,734398,1585.0,25440.0,-0.2314867756292799,True
Broomtail Reef,32.694233,2011-09-18,2011,Southern Sea Palm >30,65,0.0,65.0,167.0,334.0,0.19461077844311378,734398,1585.0,4160.0,-0.13098227575206522,True
Broomtail Reef,32.694233,2011-09-18,2011,Woody Kelp,95,0.0,95.0,172.0,344.0,0.2761627906976744,734398,1585.0,8930.0,-0.16869019905206928,True
Broomtail Reef,32.694233,2012-10-06,2012,Giant Kelp,17,320.0,320.0,570.0,1140.0,0.2807017543859649,734782,849.0,102080.0,-0.36776940043065254,True
Broomtail Reef,32.694233,2012-10-06,2012,Laminaria Spp,276,0.0,276.0,99.0,198.0,1.393939393939394,734782,849.0,75900.0,-0.36528821729564015,True
Broomtail Reef,32.694233,2012-10-06,2012,Southern Sea Palm >30,60,0.0,60.0,167.0,334.0,0.17964071856287425,734782,849.0,3540.0,-0.18725898403457572,True
Broomtail Reef,32.694233,2012-10-06,2012,Woody Kelp,193,0.0,193.0,150.0,300.0,0.6433333333333333,734782,849.0,37056.0,-0.336754083038218,True
Broomtail Reef,32.694233,2013-10-12,2013,Giant Kelp,45,681.0,681.0,1080.0,2160.0,0.31527777777777777,735153,1384.0,463080.0,-0.34894894165400125,True
Broomtail Reef,32.694233,2013-10-12,2013,Laminaria Spp,404,0.0,404.0,116.0,232.0,1.7413793103448276,735153,1384.0,162812.0,-0.3594310522539391,True
Broomtail Reef,32.694233,2013-10-12,2013,Southern Sea Palm >30,66,0.0,66.0,180.0,360.0,0.18333333333333332,735153,1384.0,4290.0,-0.1451179002991174,True
Broomtail Reef,32.694233,2013-10-12,2013,Woody Kelp,233,0.0,233.0,169.0,338.0,0.6893491124260355,735153,1384.0,54056.0,-0.2999529342836532,True
Broomtail Reef,32.694233,2014-10-11,2014,Giant Kelp,27,246.0,246.0,690.0,1380.0,0.1782608695652174,735517,772.0,60270.0,-0.3644282920553545,True
Broomtail Reef,32.694233,2014-10-11,2014,Laminaria Spp,307,0.0,307.0,74.0,148.0,2.074324324324324,735517,772.0,93942.0,-0.3667046610729751,True
Broomtail Reef,32.694233,2014-10-11,2014,Southern Sea Palm >30,34,0.0,34.0,180.0,360.0,0.09444444444444444,735517,772.0,1122.0,-0.13752489231074208,True
Broomtail Reef,32.694233,2014-10-11,2014,Woody Kelp,185,0.0,185.0,161.0,322.0,0.5745341614906833,735517,772.0,34040.0,-0.34235273849105374,True
Broomtail Reef,32.694233,2015-10-10,2015,Giant Kelp,84,405.0,405.0,1470.0,2940.0,0.1377551020408163,735881,800.0,163620.0,-0.3446168594092028,True
Broomtail Reef,32.694233,2015-10-10,2015,Laminaria Spp,260,0.0,260.0,154.0,308.0,0.8441558441558441,735881,800.0,67340.0,-0.36527728141202986,True
Broomtail Reef,32.694233,2015-10-10,2015,Sargassum Horneri,0,0.0,0.0,180.0,360.0,0.0,735881,800.0,-0.0,,False
