Site,Latitude,Date,Year,Month,Day,Month_Day,Dateordinal,DayofYear,Total_Count_Site_Invert,Simpsons_Invert,Shannon_Invert,Richness_Invert,std_Simpsons_Invert,std_Shannon_Invert,std_Richness_Invert,Total_Count_Site_Kelp,Simpsons_Kelp,Shannon_Kelp,Richness_Kelp,std_Simpsons_Kelp,std_Shannon_Kelp,std_Richness_Kelp
Cathedral Cove,34.016499,2017-08-31,2017,Aug,31,Aug-31,736572,243,206,0.7589865024863841,1.796960431575204,11,0.920654386323095,1.2572272147963128,-0.1070746889284234,755.0,0.432922866126794,0.773330343888059,4.0,0.6987630576043653,0.7260001127643227,0.7716808976787615
Cathedral Cove,34.016499,2018-08-29,2018,Aug,29,Aug-29,736935,241,239,0.8057733553672515,1.8417005744901631,12,1.2240549650217962,1.3788487614182274,0.269942175857245,1443.0,0.4641124641124641,0.9516938907357086,5.0,0.822979680150487,1.1336789220152899,1.368492586088213
Cathedral Cove,34.016499,2019-08-06,2019,Aug,6,Aug-06,737277,218,233,0.8279191949089832,1.9002682160144064,12,1.3676649776430476,1.538058962371669,0.269942175857245,803.0,0.6890494809054575,1.3518401253471721,6.0,1.7188205474955287,2.0482780278067834,1.9653042744976645
Cathedral Cove,34.016499,2020-08-29,2020,Aug,29,Aug-29,737666,242,285,0.8586113170249567,2.074063372118163,12,1.5666954111536875,2.0105034898939222,0.269942175857245,2246.0,0.32399811989441263,0.7266154492970731,5.0,0.2649561167487568,0.61922564602082,1.368492586088213
Cathedral Wall,34.015751,2009-10-17,2009,Oct,17,Oct-17,733697,290,413,0.5743788053315781,1.144558764361839,11,-0.2764785409892055,-0.5162606333767247,-0.1070746889284234,999.0,0.4788114768074688,0.7543068052149192,3.0,0.8815204062148284,0.6825187303233817,0.17486920926930993
Cathedral Wall,34.015751,2011-11-03,2011,Nov,3,Nov-03,734444,307,588,0.5674187903440764,1.0623814024182758,9,-0.3216124289285501,-0.7396514677753165,-0.8611084184997604,1515.0,0.40801932240780225,0.7087394429421682,3.0,0.5995814621370529,0.5783671347738151,0.17486920926930993
Cathedral Wall,34.015751,2012-05-20,2012,May,20,May-20,734643,141,706,0.6766077994093183,1.312538039970902,12,0.3864499111969001,-0.0596259878675285,0.269942175857245,1262.0,0.4326805254803686,0.7016233265918659,3.0,0.6977979045229298,0.5621020969258037,0.17486920926930993
Cathedral Wall,34.015751,2013-10-23,2013,Oct,23,Oct-23,735164,296,344,0.746525188148349,1.609646533188835,11,0.8398460021572871,0.748033355741535,-0.1070746889284234,1127.0,0.45408123864264993,0.7318413765458163,4.0,0.7830290226129504,0.6311703501694741,0.7716808976787615
Cathedral Wall,34.015751,2014-10-08,2014,Oct,8,Oct-08,735514,281,497,0.6369588498734342,1.3272961396156362,9,0.1293367801937659,-0.0195075888851071,-0.8611084184997604,975.0,0.4949655136102775,0.8271350672808399,3.0,0.9458559546580166,0.8489795329010086,0.17486920926930993
Cathedral Wall,34.015751,2015-09-02,2015,Sep,2,Sep-02,735843,245,99,0.5963718820861679,1.339555549104042,11,-0.133859155331912,0.0138183740087835,-0.1070746889284234,841.0,0.4516335428344941,0.7201619003118587,3.0,0.773280756333625,0.6044750133257756,0.17486920926930993
Cathedral Wall,34.015751,2016-08-30,2016,Aug,30,Aug-30,736206,243,68,0.8555750658472344,2.0700826257790923,12,1.5470061115390883,1.9996822341954867,0.269942175857245,859.0,0.3473763334066011,0.6202792817667682,4.0,0.35806288667186925,0.37617709195671734,0.7716808976787615
Cathedral Wall,34.015751,2017-08-03,2017,Aug,3,Aug-03,736544,215,439,0.8472451919576456,2.018707136222705,15,1.4929890447142766,1.8600231698473344,1.4009927702142506,658.0,0.46689613375710726,0.798392707266486,3.0,0.8340660058447329,0.7832842083080127,0.17486920926930993
Cathedral Wall,34.015751,2018-08-17,2018,Aug,17,Aug-17,736923,229,216,0.8096899224806202,1.9287440704844507,16,1.2494528846410982,1.6154676883252326,1.778009634999919,1575.0,0.5192206692079627,1.0697028366382277,7.0,1.0424552602681554,1.4034075038739697,2.562115962907116
Cathedral Wall,34.015751,2019-07-10,2019,Jul,10,Jul-10,737250,191,302,0.7997183780334867,1.766689320319946,10,1.1847900110025658,1.1749382651202596,-0.4840915537140919,1063.0,0.5810652082635755,1.1177470361891997,6.0,1.2887591647923318,1.5132203126598711,1.9653042744976645
Cathedral Wall,34.015751,2020-08-29,2020,Aug,29,Aug-29,737666,242,335,0.7765126463490929,1.7882650621572065,11,1.034306873354917,1.2335897338191977,-0.1070746889284234,1567.0,0.4649186078449111,0.88965013369458,5.0,0.8261902522065071,0.9918678544568016,1.368492586088213
Cathedral Wall,34.015751,2022-12-10,2022,Dec,10,Dec-10,738499,344,442,0.8411569756107571,1.987163650023241,12,1.4535085443354143,1.7742753977689592,0.269942175857245,967.0,0.526522231571465,0.9101246464460235,5.0,1.0715346801606733,1.0386656734395778,1.368492586088213
Cathedral Wall,34.015751,2024-10-05,2024,Oct,5,Oct-05,739164,279,266,0.8088239466591006,1.92418841599032,13,1.2438372565487978,1.6030836030418123,0.6469590406429135,1247.0,0.4758244827714927,0.8307114066779613,5.0,0.8696243147395606,0.8571538365222588,1.368492586088213
Cayucos,35.4408,2011-08-28,2011,Aug,28,Aug-28,734377,240,392,0.4017041599248395,0.9467752375243704,11,-1.3962287297098768,-1.05391511686893,-0.1070746889284234,214.0,0.08950901671712519,0.18876886701175521,2.0,-0.6689271745310515,-0.6101099334800205,-0.4219424791401416
China Point,33.330318,2017-10-31,2017,Oct,31,Oct-31,736633,304,158,0.8292348625332581,1.9326362697053885,10,1.3761967401789152,1.6260482376522842,-0.4840915537140919,1636.0,0.24329348078030255,0.4864469301636167,3.0,-0.056460584395138694,0.07028155049031642,0.17486920926930993
China Point,33.330318,2018-10-20,2018,Oct,20,Oct-20,736987,293,124,0.8443482821924994,2.005566221602264,10,1.4742033379384591,1.8243009245428767,-0.4840915537140919,1297.0,0.5270983846864083,1.0196617739337082,5.0,1.073829284728535,1.2890305405449276,1.368492586088213
China Point,33.330318,2019-11-23,2019,Nov,23,Nov-23,737386,327,249,0.8388716154942351,1.9956539680850212,10,1.438688578058707,1.7973554674045982,-0.4840915537140919,1540.0,0.2925951241740715,0.6426909197200982,6.0,0.1398896100241984,0.4274025247071749,1.9653042744976645
China Point,33.330318,2020-10-18,2020,Oct,18,Oct-18,737716,292,150,0.785413870246085,1.7640574596637228,9,1.0920289964554106,1.1677838185170903,-0.8611084184997604,1848.0,0.3228149309632796,0.6764541837241256,5.0,0.26024391324658847,0.5045739395442269,1.368492586088213
China Point,33.330318,2021-11-07,2021,Nov,7,Nov-07,738101,311,293,0.845411192669129,2.0475958001661776,11,1.4810960360760217,1.9385540765394336,-0.1070746889284234,893.0,0.5229287080883203,0.9700492726186583,4.0,1.0572230064314543,1.1756331237658268,0.7716808976787615
China Point,33.330318,2022-11-05,2022,Nov,5,Nov-05,738464,309,109,0.8778457356439008,2.128812511355924,10,1.691425615913989,2.1593334791715977,-0.4840915537140919,1254.0,0.3895352907408185,0.7759139755200984,5.0,0.5259664067021231,0.7319054218137814,1.368492586088213
China Point,33.330318,2024-07-29,2024,Jul,29,Jul-29,739096,211,51,0.8870588235294118,2.1412143628191767,10,1.751170095911042,2.193046656145641,-0.4840915537140919,2252.0,0.2239967553398411,0.49749713509445964,6.0,-0.13331229827472188,0.09553858572988332,1.9653042744976645
Christmas Tree Cove,33.760399,2007-11-18,2007,Nov,18,Nov-18,732998,322,527,0.762130143361159,1.7209796657381804,15,0.9410400802071484,1.0506811992375076,1.4009927702142506,500.0,0.01590380761523047,0.046594424222104566,2.0,-0.9620694741092349,-0.9350726770831891,-0.4219424791401416
Christmas Tree Cove,33.760399,2008-07-26,2008,Jul,26,Jul-26,733249,208,736,0.7605109435078379,1.6761225564792184,12,0.9305399900690622,0.9287416914573692,0.269942175857245,540.0,0.0037037037037036535,0.0135011900769322,2.0,-1.0106579715723267,-1.0107126300276723,-0.4219424791401416
Christmas Tree Cove,33.760399,2009-06-06,2009,Jun,6,Jun-06,733564,157,766,0.7708766361200703,1.711195042693357,14,0.9977588120995184,1.0240826926103437,1.023975905428582,1044.0,0.02280483280251855,0.07007647141887276,3.0,-0.9345852455127494,-0.881400650432304,0.17486920926930993
Christmas Tree Cove,33.760399,2010-07-10,2010,Jul,10,Jul-10,733963,191,693,0.697128176896963,1.4816458057132988,11,0.5195192249359568,0.4000763437602487,-0.1070746889284234,787.0,0.01769854279626626,0.05935819866030462,4.0,-0.9549217082850202,-0.90589900086695,0.7716808976787615
Christmas Tree Cove,33.760399,2011-07-09,2011,Jul,9,Jul-09,734327,190,715,0.730606648253707,1.5804981527803608,12,0.7366184089620252,0.6687964361469569,0.269942175857245,969.0,0.034507756995795225,0.08831978220001763,2.0,-0.8879768308140407,-0.839702605358076,-0.4219424791401416
Christmas Tree Cove,33.760399,2012-06-09,2012,Jun,9,Jun-09,734663,161,603,0.6911456008991588,1.375661012659741,11,0.4807237747597165,0.1119674194307429,-0.1070746889284234,849.0,0.06841011622997084,0.16148099394186624,3.0,-0.7529562844655612,-0.6724807923059336,0.17486920926930993
Christmas Tree Cove,33.760399,2013-06-15,2013,Jun,15,Jun-15,735034,166,887,0.7369045225619113,1.5401601708261992,12,0.7774584867194724,0.5591417181860164,0.269942175857245,1313.0,0.047725140712945646,0.12549239838457338,4.0,-0.8353368844769685,-0.7547385632614741,0.7716808976787615
Christmas Tree Cove,33.760399,2014-06-14,2014,Jun,14,Jun-14,735398,165,636,0.6624275739117516,1.3155449306046638,13,0.2944948349921666,-0.0514520602585765,0.6469590406429135,610.0,0.04824355971896954,0.12770690312947164,3.0,-0.8332722134920589,-0.7496769535691535,0.17486920926930993
Christmas Tree Cove,33.760399,2015-08-21,2015,Aug,21,Aug-21,735831,233,387,0.7307573871015249,1.6941297224160703,13,0.7375959112055889,0.977692348045128,0.6469590406429135,926.0,0.02771350183877186,0.0738286616113995,2.0,-0.9150358339057049,-0.8728244113026848,-0.4219424791401416
Christmas Tree Cove,33.760399,2016-06-18,2016,Jun,18,Jun-18,736133,170,487,0.7278458015396185,1.7095095147282533,16,0.7187150357027524,1.019500755570489,1.778009634999919,426.0,0.23413421706710857,0.42114137201718815,3.0,-0.09293854105187181,-0.07898489241881998,0.17486920926930993
Christmas Tree Cove,33.760399,2017-06-17,2017,Jun,17,Jun-17,736497,168,460,0.7611537368570617,1.7318337271390305,15,0.9347083378447666,1.0801868657082154,1.4009927702142506,368.0,0.48502843265015994,0.8934852003022844,5.0,0.9062802398507821,1.0006335210723154,1.368492586088213
Christmas Tree Cove,33.760399,2018-06-10,2018,Jun,10,Jun-10,736855,161,337,0.8263565069944891,2.013485074408069,15,1.3575313527379869,1.845827523765951,1.4009927702142506,961.0,0.059096427332639645,0.1658759602825195,5.0,-0.7900492594632937,-0.6624353840590005,1.368492586088213
Christmas Tree Cove,33.760399,2019-06-08,2019,Jun,8,Jun-08,737218,159,673,0.7322047689804005,1.625912698893707,17,0.7469818064434465,0.7922512795509247,2.1550264997855875,258.0,0.28199559617530845,0.5837963499512145,5.0,0.09767561389656886,0.2927894353227457,1.368492586088213
Christmas Tree Cove,33.760399,2020-09-19,2020,Sep,19,Sep-19,737687,263,542,0.6106567720021008,1.2403214984137192,12,-0.0412253575815698,-0.2559393410136061,0.269942175857245,1229.0,0.04783820960872298,0.1277725327196767,4.0,-0.8348865729226185,-0.7495269464984302,0.7716808976787615
Christmas Tree Cove,33.760399,2021-07-18,2021,Jul,18,Jul-18,737989,199,815,0.6983132602764505,1.507229002089674,12,0.5272041825897282,0.4696216716940707,0.269942175857245,368.0,0.157712356355882,0.3582858490232781,5.0,-0.3972985212799004,-0.22265138269607196,1.368492586088213
Christmas Tree Cove,33.760399,2022-07-25,2022,Jul,25,Jul-25,738361,206,954,0.7280616655777519,1.534707249334232,14,0.7201148578762304,0.5443185034564277,1.023975905428582,1801.0,0.35571287556295883,0.5443642298586697,3.0,0.3912642479350663,0.20266093064964164,0.17486920926930993
Christmas Tree Cove,33.760399,2024-07-16,2024,Jul,16,Jul-16,739083,198,952,0.7541199445077715,1.6439877278879609,13,0.889096022892636,0.8413864149861328,0.6469590406429135,201.0,0.09616915422885575,0.23767361372368573,4.0,-0.6424023123709173,-0.4983302046138433,0.7716808976787615
Club House Reef,36.53827,2024-09-21,2024,Sep,21,Sep-21,739150,265,977,0.5497256573317448,1.2099995433992292,13,-0.4363477971868771,-0.3383665042989819,0.6469590406429135,527.0,0.5490436576936675,1.0097517801382736,6.0,1.1612291830878125,1.2663796427487648,1.9653042744976645
Copper Roof House,36.54662,2024-08-31,2024,Aug,31,Aug-31,739129,244,1067,0.5603197406063889,1.200658231342947,19,-0.3676479210807916,-0.3637599149083859,2.9090602293569243,115.0,0.5920671243325706,1.0817132193257508,4.0,1.3325757236416749,1.4308591810761513,0.7716808976787615
Coral Street,36.637158,2006-06-11,2006,Jun,11,Jun-11,732473,162,354,0.3984571309678142,0.9117492126796704,11,-1.4172848684316113,-1.1491298174953268,-0.1070746889284234,361.0,0.19325946445060016,0.3423834933346657,2.0,-0.2557275490975565,-0.2589987953036289,-0.4219424791401416
Coral Street,36.637158,2007-06-09,2007,Jun,9,Jun-09,732836,160,413,0.5438303674275371,1.2125358889045068,11,-0.4745772197361477,-0.33147170595858,-0.1070746889284234,446.0,0.05684486320350679,0.13967250353904587,3.0,-0.7990164058720222,-0.7223276335249923,0.17486920926930993
Coral Street,36.637158,2007-08-15,2007,Aug,15,Aug-15,732903,227,339,0.3830968214902864,0.9136248318927228,11,-1.5168924824837806,-1.1440311366529612,-0.1070746889284234,1574.0,0.011377671652593735,0.03522971909759446,2.0,-0.9800953980958661,-0.9610485535138483,-0.4219424791401416
Coral Street,36.637158,2008-06-14,2008,Jun,14,Jun-14,733207,166,380,0.3419247326760172,0.8606688337130873,10,-1.78388277576747,-1.287986653597926,-0.4840915537140919,481.0,0.2714397089397089,0.5714539059193056,4.0,0.05563542277303078,0.26457877807183744,0.7716808976787615
Coral Street,36.637158,2008-09-21,2008,Sep,21,Sep-21,733306,265,315,0.4507532099888788,1.035439385477864,10,-1.078158390336044,-0.8128906117725769,-0.4840915537140919,582.0,0.3529168219268828,0.6484913815738731,4.0,0.38012860138743393,0.44066042086054336,0.7716808976787615
Coral Street,36.637158,2009-07-18,2009,Jul,18,Jul-18,733606,199,292,0.3306971708327448,0.7538573595297208,8,-1.8566905957184736,-1.5783428268412674,-1.2381252832854288,1124.0,0.062060507727458525,0.1417241240364602,2.0,-0.7782444245382416,-0.7176383221931474,-0.4219424791401416
Coral Street,36.637158,2009-09-26,2009,Sep,26,Sep-26,733676,269,450,0.5552684978965603,1.3210029182771907,13,-0.400403916984425,-0.036615073630308,0.6469590406429135,1226.0,0.0323028265139661,0.1032895082422764,5.0,-0.8967582526690977,-0.8054868690398582,1.368492586088213
Coral Street,36.637158,2010-07-17,2010,Jul,17,Jul-17,733970,198,228,0.4672694953242136,1.2097034561839255,15,-0.9710545733417056,-0.3391713874020301,1.4009927702142506,906.0,0.08302416059907558,0.19776589235455966,3.0,-0.6947539557884365,-0.5895457731267381,0.17486920926930993
Coral Street,36.637158,2010-10-03,2010,Oct,3,Oct-03,734048,276,290,0.4237680467724615,1.1117336466650356,14,-1.25315015900634,-0.6054923908594826,1.023975905428582,686.0,0.08399906365048626,0.19033900062187942,3.0,-0.6908712778388271,-0.6065211385056354,0.17486920926930993
Coral Street,36.637158,2011-06-11,2011,Jun,11,Jun-11,734299,162,306,0.2675666988106718,0.6460382460757301,8,-2.26607529602713,-1.8714381653743404,-1.2381252832854288,1300.0,0.17035234203825422,0.3158087134047124,3.0,-0.3469581375655292,-0.31973976412504274,0.17486920926930993
Coral Street,36.637158,2011-09-18,2011,Sep,18,Sep-18,734398,261,367,0.3645865904319471,0.8328995622018753,9,-1.636926519165983,-1.363474605350271,-0.8611084184997604,1476.0,0.006762206605116949,0.024928757035865758,3.0,-0.9984770867582415,-0.98459307268094,0.17486920926930993
Coral Street,36.637158,2012-06-23,2012,Jun,23,Jun-23,734677,175,397,0.412716586520113,0.9426085707317648,10,-1.324816005917778,-1.0652417784877388,-0.4840915537140919,1132.0,0.16342678076563788,0.3212899684543631,4.0,-0.37454008430674296,-0.30721146688417694,0.7716808976787615
Coral Street,36.637158,2012-10-06,2012,Oct,6,Oct-06,734782,280,308,0.3008799018571005,0.791071058092194,10,-2.0500478340319903,-1.4771811568105615,-0.4840915537140919,1091.0,0.03439652200237131,0.09926258980281945,3.0,-0.8884198386142184,-0.8146910441269956,0.17486920926930993
Coral Street,36.637158,2013-06-08,2013,Jun,8,Jun-08,735027,159,427,0.4878780882013391,1.146242962723454,13,-0.8374132057334401,-0.5116823107292735,0.6469590406429135,1170.0,0.11796334071783177,0.26087604859397817,4.0,-0.5556041356824993,-0.44529727727626617,0.7716808976787615
Coral Street,36.637158,2013-09-14,2013,Sep,14,Sep-14,735125,257,490,0.5751345937147865,1.3854545453509226,13,-0.2715774497911494,0.1385901460290419,0.6469590406429135,837.0,0.021299583269023037,0.05943229865313004,2.0,-0.940580097168928,-0.9057296333175012,-0.4219424791401416
Coral Street,36.637158,2014-06-14,2014,Jun,14,Jun-14,735398,165,415,0.4827192829288167,1.0771011242019262,10,-0.8708667168952748,-0.6996373951208177,-0.4840915537140919,365.0,0.1703748306488032,0.33060687275915185,3.0,-0.34686857375488195,-0.2859161712926072,0.17486920926930993
Coral Street,36.637158,2014-09-27,2014,Sep,27,Sep-27,735503,270,372,0.6480885720082312,1.3666579765259184,13,0.2015101350687211,0.0874935776513419,0.6469590406429135,749.0,0.010638070011352085,0.03326979775319887,2.0,-0.9830409576361595,-0.9655282715617924,-0.4219424791401416
Coral Street,36.637158,2015-06-13,2015,Jun,13,Jun-13,735762,164,689,0.7127577885037297,1.5396337590684186,11,0.6208731932912022,0.5577107211446587,-0.1070746889284234,12.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
Coral Street,36.637158,2015-09-26,2015,Sep,26,Sep-26,735867,269,578,0.6692353360959022,1.4850282847025138,12,0.3386414030798674,0.4092712702687849,0.269942175857245,2.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
Coral Street,36.637158,2016-06-11,2016,Jun,11,Jun-11,736126,163,732,0.7263423859822236,1.4884676047576002,11,0.7089657766256411,0.4186207134572535,-0.1070746889284234,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Coral Street,36.637158,2016-09-24,2016,Sep,24,Sep-24,736231,268,900,0.6835644543319739,1.3602496482722866,10,0.4315620099891658,0.0700731864168066,-0.4840915537140919,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Coral Street,36.637158,2017-07-22,2017,Jul,22,Jul-22,736532,203,1944,0.4679063177090282,0.99925826937358,10,-0.9669249457180432,-0.9112453109847424,-0.4840915537140919,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Coral Street,36.637158,2017-10-15,2017,Oct,15,Oct-15,736617,288,924,0.4030101354045016,0.8646576294013222,7,-1.3877598182123518,-1.277143516559136,-1.6151421480710977,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Coral Street,36.637158,2018-06-09,2018,Jun,9,Jun-09,736854,160,2504,0.3325380150847736,0.728107915561882,10,-1.8447531992711883,-1.648340082012658,-0.4840915537140919,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Coral Street,36.637158,2018-09-09,2018,Sep,9,Sep-09,736946,252,1759,0.4517401486649838,0.9789156608465884,11,-1.0717583495760286,-0.9665446316882892,-0.1070746889284234,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Coral Street,36.637158,2019-06-29,2019,Jun,29,Jun-29,737239,180,2605,0.3594764882610837,0.7311309286378973,10,-1.670064203373921,-1.6401223271775405,-0.4840915537140919,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Coral Street,36.637158,2019-09-08,2019,Sep,8,Sep-08,737310,251,2393,0.3576006244523114,0.7070597098309416,9,-1.68222869254336,-1.7055574972426235,-0.8611084184997604,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Coral Street,36.637158,2020-06-19,2020,Jun,19,Jun-19,737595,171,2484,0.3666983799012026,0.7601847891747123,10,-1.6232321134171417,-1.5611423502798052,-0.4840915537140919,398.0,0.44273002291052244,0.6335720024396703,2.0,0.7378213325143124,0.4065597605648004,-0.4219424791401416
Coral Street,36.637158,2020-09-22,2020,Sep,22,Sep-22,737690,266,2968,0.3807295797346735,0.8300795371267647,15,-1.5322434299048755,-1.371140557866325,1.4009927702142506,201.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
Coral Street,36.637158,2021-06-13,2021,Jun,13,Jun-13,737954,164,2178,0.3969683893682724,0.8142086143617135,10,-1.4269389707065374,-1.414284053779412,-0.4840915537140919,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Coral Street,36.637158,2022-06-18,2022,Jun,18,Jun-18,738324,169,1995,0.2791467133229262,0.6040471818918636,6,-2.1909819121377847,-1.98558661993,-1.9921590128567657,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Coral Street,36.637158,2023-05-20,2023,May,20,May-20,738660,140,2859,0.4368099853359837,0.8913387855138161,9,-1.1685765776714077,-1.204613496299025,-0.8611084184997604,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Coral Street,36.637158,2024-07-06,2024,Jul,6,Jul-06,739073,188,2637,0.3307913013304883,0.7038591674121293,9,-1.8560801839098129,-1.7142578476135395,-0.8611084184997604,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Corallina Cove,35.26667,2018-09-22,2018,Sep,22,Sep-22,736959,265,457,0.514808629889823,1.0976449639422088,9,-0.6627756434729365,-0.6437910477473829,-0.8611084184997604,549.0,0.5113411245396408,0.7597492418536307,3.0,1.011073950821655,0.6949583017913616,0.17486920926930993
Corallina Cove,35.26667,2019-09-08,2019,Sep,8,Sep-08,737310,251,561,0.3847720906544436,0.7669403319847139,9,-1.5060287974401296,-1.5427780914444085,-0.8611084184997604,519.0,0.526390965697324,0.8324121147468193,3.0,1.0710118967779296,0.8610410805956669,0.17486920926930993
Corallina Cove,35.26667,2020-07-27,2020,Jul,27,Jul-27,737633,209,365,0.4933463796477495,1.0704833914133685,10,-0.8019527571848155,-0.7176270313721993,-0.4840915537140919,384.0,0.47395833333333337,0.7189361659931444,3.0,0.8621921323664182,0.6016733987787274,0.17486920926930993
Corallina Cove,35.26667,2022-09-12,2022,Sep,12,Sep-12,738410,255,398,0.4612483070263155,1.024153646665802,12,-1.0101004142467942,-0.8435697495594845,0.269942175857245,472.0,0.6458760660693079,1.2534043379584425,5.0,1.5468768187820952,1.8232870736596556,1.368492586088213
Crystal Cove,33.564894,2008-06-27,2008,Jun,27,Jun-27,733220,179,691,0.692178946706097,1.4795684775206837,12,0.4874247536996604,0.3944293374887804,0.269942175857245,369.0,0.6039531047484388,0.9853939703499603,3.0,1.3799131835084815,1.2107059186837066,0.17486920926930993
Crystal Cove,33.564894,2008-12-02,2008,Dec,2,Dec-02,733378,337,525,0.6687677208287895,1.447580153503317,15,0.3356090396291435,0.3074723188616838,1.4009927702142506,461.0,0.59038008110912,0.9704508475516125,3.0,1.325856855017506,1.1765509883933545,0.17486920926930993
Crystal Cove,33.564894,2009-03-31,2009,Mar,31,Mar-31,733497,90,590,0.7317257057350868,1.641087314910764,18,0.7438752058299883,0.8335019361010425,2.532043364571256,541.0,0.47727801738892317,0.8346880472741829,3.0,0.8754132050296514,0.8662430934457682,0.17486920926930993
Crystal Cove,33.564894,2009-10-19,2009,Oct,19,Oct-19,733699,292,476,0.6688456435205661,1.4276082366002212,10,0.3361143480293251,0.2531806857889894,-0.4840915537140919,273.0,0.4520577461753932,0.7838593663638536,3.0,0.7749702012025034,0.7500659009893967,0.17486920926930993
Crystal Cove,33.564894,2011-10-26,2011,Oct,26,Oct-26,734436,299,204,0.7568337679899546,1.686422169796776,12,0.9066944627166826,0.9567401469757176,0.269942175857245,869.0,0.47646799913031024,0.8037286895320026,3.0,0.8721872021702424,0.7954804610437142,0.17486920926930993
Crystal Cove,33.564894,2012-09-19,2012,Sep,19,Sep-19,734765,263,399,0.7773579677837811,1.8079832925828607,12,1.0397885631177195,1.287191745899798,0.269942175857245,992.0,0.33886226034308775,0.6068888073759822,3.0,0.3241544855265116,0.3455709913749429,0.17486920926930993
Crystal Cove,33.564894,2014-06-22,2014,Jun,22,Jun-22,735406,173,410,0.8122964994931123,1.9320168888450515,12,1.266355858987899,1.624364513522806,0.269942175857245,1391.0,0.2728651298946465,0.5034609312094755,3.0,0.06131234675294754,0.1091698088231421,0.17486920926930993
Crystal Cove,33.564894,2015-05-30,2015,May,30,May-30,735748,150,271,0.5941232745660789,1.4495735237751686,11,-0.1484407905745812,0.3128910940299605,-0.1070746889284234,631.0,0.44005735416195,0.6911369517312497,3.0,0.7271770822971481,0.5381337867408371,0.17486920926930993
Crystal Cove,33.564894,2017-11-19,2017,Nov,19,Nov-19,736652,323,65,0.7197115384615385,1.47524702351599,8,0.6659664541415807,0.3826819025128725,-1.2381252832854288,52.0,0.39894419306184015,0.6696659001014624,3.0,0.5634385815188888,0.489058216555667,0.17486920926930993
Crystal Cove,33.564894,2019-11-05,2019,Nov,5,Nov-05,737368,309,316,0.6976090014064698,1.520414173995058,10,0.5226372468898658,0.5054642259446621,-0.4840915537140919,276.0,0.6668511198945981,1.25321394539638,6.0,1.630412693309805,1.8228519005855397,1.9653042744976645
Crystal Cove,33.564894,2021-10-30,2021,Oct,30,Oct-30,738093,303,516,0.7834424625573869,1.7718755231166077,13,1.0792449300612663,1.1890364320935698,0.6469590406429135,98.0,0.2413212707763518,0.48295436989064927,3.0,-0.06431516673874542,0.06229873764270711,0.17486920926930993
Crystal Cove,33.564894,2024-11-21,2024,Nov,21,Nov-21,739211,326,161,0.3345496894409938,0.6209183239923571,4,-1.831708014005476,-1.9397241290693803,-2.7461927424281027,542.0,0.40822994181882666,0.6811310290131026,3.0,0.6004202812809266,0.5152636278362507,0.17486920926930993
Cueva Valdez,34.053219,2008-05-04,2008,May,4,May-04,733166,125,510,0.590145999460688,1.29966220495157,12,-0.1742323857411158,-0.0946276411272499,0.269942175857245,822.0,0.3330843935500888,0.6342588940966886,4.0,0.3011433810269451,0.4081297628313333,0.7716808976787615
Cueva Valdez,34.053219,2008-10-29,2008,Oct,29,Oct-29,733344,303,854,0.7355661654279839,1.5227309836319198,12,0.7687795886116419,0.5117622382643651,0.269942175857245,391.0,0.28807134894091413,0.46203690946645704,2.0,0.12187308794915339,0.014488489926715975,-0.4219424791401416
Cueva Valdez,34.053219,2009-09-23,2009,Sep,23,Sep-23,733673,266,105,0.7721611721611722,1.7773244250803908,10,1.006088694411159,1.2038487201429435,-0.4840915537140919,990.0,0.15368446854796702,0.3182736148047065,3.0,-0.41334010731521165,-0.31410583227388383,0.17486920926930993
Cueva Valdez,34.053219,2010-11-19,2010,Nov,19,Nov-19,734095,323,647,0.7254678654997344,1.4421042387256846,10,0.7032947386281361,0.292586599214088,-0.4840915537140919,249.0,0.5037569633372199,0.8070081125466033,3.0,0.9808690443703796,0.8029761141255886,0.17486920926930993
